CustomerID,Recency,Frequency,Monetary,TotalItems,AvgRevenuePerTransaction,UniqueProducts,LifespanDays,TotalTransactions,Cluster,Segment
13475,190,4,1431.78,1012,16.648604651162792,64,107,86,0,Low Engagement
13476,178,2,1238.47,417,21.352931034482758,56,102,58,0,Low Engagement
13477,37,6,1454.58,1021,18.41240506329114,57,253,79,0,Low Engagement
13479,200,2,300.95,134,20.063333333333333,14,33,15,1,Regular Customers
13481,45,5,1804.56,1142,16.55559633027523,98,211,109,0,Low Engagement
13482,231,1,184.64,116,16.785454545454545,11,0,11,1,Regular Customers
13483,65,1,140.34,160,14.034,10,0,10,1,Regular Customers
13484,240,1,313.8,44,39.225,8,0,8,1,Regular Customers
13485,232,1,454.24,277,19.749565217391304,23,0,23,1,Regular Customers
13486,77,3,1122.41,669,16.2668115942029,69,76,69,0,Low Engagement
13487,57,3,575.4,265,16.923529411764704,26,295,34,0,Low Engagement
13488,16,13,8729.51,4494,20.73517814726841,270,350,421,2,Loyal Customers
13489,104,4,449.52,560,32.10857142857143,11,189,14,0,Low Engagement
13491,51,10,1215.82,903,14.137441860465115,73,320,86,2,Loyal Customers
13492,135,3,1269.84,408,25.3968,38,78,50,0,Low Engagement
13493,274,2,498.63,377,83.105,5,11,6,3,VIP Customers
13494,311,1,316.26000000000005,162,17.570000000000004,18,0,18,1,Regular Customers
13495,7,5,2044.8700000000001,829,42.60145833333333,34,360,48,0,Low Engagement
13496,10,2,653.33,341,18.66657142857143,28,349,35,0,Low Engagement
13497,282,2,348.05,163,18.318421052631578,19,85,19,1,Regular Customers
13499,17,5,1159.11,1365,27.59785714285714,31,252,42,0,Low Engagement
13500,22,3,1166.77,609,17.950307692307693,60,99,65,0,Low Engagement
13501,287,1,1340.32,560,25.775384615384613,52,0,52,1,Regular Customers
13502,16,3,292.0,264,16.22222222222222,17,307,18,0,Low Engagement
13503,70,1,216.85,248,12.755882352941176,17,0,17,1,Regular Customers
13504,63,1,295.93,178,13.451363636363636,22,0,22,1,Regular Customers
13505,72,4,3633.63,2467,17.220995260663507,181,159,211,2,Loyal Customers
13506,315,2,458.52,324,17.635384615384616,26,53,26,1,Regular Customers
13507,2,4,2479.16,1597,15.303456790123455,146,142,162,2,Loyal Customers
13508,243,1,110.97,24,9.2475,12,0,12,1,Regular Customers
13509,8,6,964.72,1105,22.435348837209304,26,275,43,0,Low Engagement
13510,0,4,1791.56,1386,15.578782608695652,86,182,115,0,Low Engagement
13512,260,1,251.21,143,16.747333333333334,15,0,15,1,Regular Customers
13513,126,1,205.1,109,20.509999999999998,10,0,10,1,Regular Customers
13514,73,1,152.20000000000002,40,38.050000000000004,4,0,4,1,Regular Customers
13515,72,4,891.12,681,15.103728813559322,50,175,59,0,Low Engagement
13516,20,3,1389.41,985,31.5775,43,217,44,0,Low Engagement
13517,59,3,2128.42,1369,15.09517730496454,125,120,141,0,Low Engagement
13518,85,1,627.16,382,17.42111111111111,36,0,36,1,Regular Customers
13519,77,1,122.75,23,15.34375,8,0,8,1,Regular Customers
13520,58,6,2984.35,1633,34.30287356321839,48,312,87,2,Loyal Customers
13521,0,3,1070.47,715,2.567074340527578,312,8,417,2,Loyal Customers
13522,29,1,125.80000000000001,44,25.160000000000004,5,0,5,1,Regular Customers
13523,32,5,3964.88,1752,23.051627906976744,157,333,172,2,Loyal Customers
13524,40,5,680.1800000000001,324,25.191851851851855,17,179,27,0,Low Engagement
13525,14,2,164.78,74,41.195,4,233,4,1,Regular Customers
13527,33,7,2242.36,1683,10.333456221198157,153,293,217,2,Loyal Customers
13529,78,2,307.76,74,20.517333333333333,15,125,15,1,Regular Customers
13531,204,2,483.8,174,21.990909090909092,17,161,22,1,Regular Customers
13532,33,1,210.31,129,3.1865151515151515,66,0,66,1,Regular Customers
13533,182,3,269.09,202,3.5878666666666663,61,84,75,1,Regular Customers
13534,1,25,5870.08,2961,19.83135135135135,119,355,296,2,Loyal Customers
13536,0,7,3444.39,2126,19.35050561797753,91,74,178,2,Loyal Customers
13538,42,7,1280.85,175,51.233999999999995,10,272,25,0,Low Engagement
13539,85,3,631.34,320,17.063243243243242,35,223,37,0,Low Engagement
13544,39,2,276.06,112,3.539230769230769,76,200,78,0,Low Engagement
13546,11,3,621.09,357,6.4029896907216495,72,188,97,0,Low Engagement
13548,95,2,678.16,436,5.51349593495935,114,147,123,0,Low Engagement
13549,25,7,918.2,458,18.00392156862745,37,216,51,0,Low Engagement
13551,318,1,91.80000000000001,12,22.950000000000003,4,0,4,1,Regular Customers
13552,65,12,3740.07,1417,34.31256880733945,82,249,109,2,Loyal Customers
13555,73,4,4098.88,2636,30.362074074074076,128,128,135,2,Loyal Customers
13557,27,2,584.06,546,17.178235294117645,31,252,34,0,Low Engagement
13558,5,4,594.52,338,3.517869822485207,123,62,169,0,Low Engagement
13560,6,1,171.42000000000002,63,5.3568750000000005,32,0,32,1,Regular Customers
13561,215,1,141.85999999999999,83,10.132857142857143,14,0,14,1,Regular Customers
13562,81,3,1799.33,757,21.943048780487803,50,163,82,0,Low Engagement
13563,83,2,777.53,209,15.867959183673468,49,55,49,0,Low Engagement
13564,353,2,1174.03,635,14.675374999999999,67,13,80,1,Regular Customers
13565,18,2,240.22,172,6.321578947368421,35,315,38,0,Low Engagement
13566,40,2,856.84,567,5.0700591715976335,134,41,169,0,Low Engagement
13568,172,1,187.05,66,4.3500000000000005,41,0,43,1,Regular Customers
13569,16,2,337.12,155,4.322051282051282,72,350,78,0,Low Engagement
13570,242,1,239.49,161,8.870000000000001,27,0,27,1,Regular Customers
13571,12,12,2088.94,1757,6.143941176470588,157,240,340,2,Loyal Customers
13572,205,1,1384.25,534,41.946969696969695,32,0,33,1,Regular Customers
13573,49,2,290.25,302,11.61,24,202,25,0,Low Engagement
13575,22,5,732.0699999999999,449,15.914565217391303,41,152,46,0,Low Engagement
13576,9,18,3584.98,1722,31.725486725663718,78,362,113,2,Loyal Customers
13577,24,4,1687.6000000000001,791,20.33253012048193,61,216,83,0,Low Engagement
13579,14,2,467.04,176,20.30608695652174,19,354,23,0,Low Engagement
13581,308,1,118.0,30,11.8,10,0,10,1,Regular Customers
13583,155,1,781.03,725,14.736415094339621,53,0,53,1,Regular Customers
13584,306,1,142.4,37,5.933333333333334,24,0,24,1,Regular Customers
13587,63,1,413.0,168,59.0,7,0,7,3,VIP Customers
13588,15,9,2478.95,2606,14.246839080459768,131,239,174,2,Loyal Customers
13589,14,2,379.65,114,18.07857142857143,21,164,21,0,Low Engagement
13590,10,6,1981.92,1848,22.780689655172413,70,291,87,2,Loyal Customers
13591,64,3,1117.13,485,19.26086206896552,56,202,58,0,Low Engagement
13592,35,4,247.95999999999998,84,15.497499999999999,15,228,16,0,Low Engagement
13593,107,5,2011.88,719,15.841574803149607,77,227,127,0,Low Engagement
13594,52,1,396.97,359,15.268076923076924,26,0,26,1,Regular Customers
13596,5,2,664.11,384,4.548698630136986,133,7,146,0,Low Engagement
13598,46,1,160.04,52,4.572571428571428,33,0,35,1,Regular Customers
13599,0,21,5149.92,3293,20.934634146341462,171,365,246,2,Loyal Customers
13600,311,1,219.52,324,11.553684210526317,19,0,19,1,Regular Customers
13601,44,2,693.32,548,7.003232323232324,90,166,99,0,Low Engagement
13602,64,1,428.89,267,18.647391304347824,23,0,23,1,Regular Customers
13603,25,1,164.34,164,6.086666666666667,27,0,27,1,Regular Customers
13606,28,3,276.75,276,6.91875,40,282,40,0,Low Engagement
13607,39,1,675.51,288,6.964020618556701,93,0,97,0,Low Engagement
13610,11,7,1082.33,488,5.034093023255814,165,273,215,2,Loyal Customers
13611,88,3,1154.4,754,16.033333333333335,67,270,72,0,Low Engagement
13614,23,4,1585.46,564,8.130564102564103,171,306,195,2,Loyal Customers
13615,318,1,417.69,189,18.160434782608696,23,0,23,1,Regular Customers
13617,39,3,544.18,300,12.367727272727272,31,140,44,0,Low Engagement
13618,173,1,177.34,246,13.641538461538461,13,0,13,1,Regular Customers
13621,116,1,213.85,343,11.255263157894737,19,0,19,1,Regular Customers
13623,30,5,727.74,286,9.33,75,266,78,0,Low Engagement
13626,252,1,257.23,209,13.53842105263158,19,0,19,1,Regular Customers
13627,58,5,1434.95,1077,15.768681318681319,84,298,91,0,Low Engagement
13629,22,11,5715.36,3222,107.83698113207546,27,315,53,3,VIP Customers
13630,4,7,2031.78,1391,28.61661971830986,51,280,71,0,Low Engagement
13631,99,6,492.5,87,82.08333333333333,3,167,6,3,VIP Customers
13632,24,5,2118.93,1031,14.613310344827585,121,218,145,2,Loyal Customers
13634,32,5,1547.3600000000001,700,8.319139784946238,156,293,186,2,Loyal Customers
13635,67,1,1071.03,677,17.274677419354838,62,0,62,0,Low Engagement
13636,36,5,949.12,592,15.065396825396826,57,248,63,0,Low Engagement
13637,51,3,803.05,404,8.19438775510204,78,174,98,0,Low Engagement
13638,15,1,122.64,93,15.33,8,0,8,1,Regular Customers
13639,73,1,795.74,656,20.403589743589745,38,0,39,0,Low Engagement
13642,215,1,312.28,151,5.478596491228069,57,0,57,1,Regular Customers
13643,30,3,519.44,273,18.551428571428573,24,154,28,0,Low Engagement
13644,15,4,2624.26,2067,17.974383561643837,144,89,146,0,Low Engagement
13645,119,1,252.1,158,50.42,5,0,5,1,Regular Customers
13647,9,4,1440.6200000000001,837,18.70935064935065,64,225,77,0,Low Engagement
13649,256,2,346.6,139,15.069565217391306,23,109,23,1,Regular Customers
13650,16,6,1836.34,922,19.128541666666667,79,250,96,0,Low Engagement
13651,34,2,94.2,33,15.700000000000001,6,4,6,1,Regular Customers
13652,45,3,1095.08,578,17.38222222222222,48,322,63,0,Low Engagement
13654,42,6,2707.33,2182,16.30921686746988,157,230,166,2,Loyal Customers
13655,113,2,932.97,605,16.66017857142857,52,127,56,0,Low Engagement
13656,164,2,379.65,490,7.747959183673469,49,172,49,0,Low Engagement
13657,10,2,382.14,209,23.88375,16,190,16,0,Low Engagement
13658,9,5,2639.17,1019,24.43675925925926,91,194,108,0,Low Engagement
13659,205,2,1563.0,882,15.174757281553399,92,115,103,0,Low Engagement
13662,85,3,881.26,533,16.947307692307692,50,173,52,0,Low Engagement
13663,178,1,189.47,91,14.574615384615385,13,0,13,1,Regular Customers
13666,59,3,84.65,41,7.054166666666667,12,227,12,1,Regular Customers
13667,148,1,299.05,149,3.603012048192771,82,0,83,1,Regular Customers
13668,2,21,6106.31,3530,13.217121212121214,284,359,462,2,Loyal Customers
13669,50,2,218.55,237,24.283333333333335,9,98,9,1,Regular Customers
13670,74,1,349.7,282,13.988,25,0,25,1,Regular Customers
13672,300,2,186.39000000000001,57,31.065,4,30,6,1,Regular Customers
13673,18,2,387.44,114,6.457333333333334,47,13,60,0,Low Engagement
13675,150,2,486.82000000000005,330,19.472800000000003,25,133,25,1,Regular Customers
13678,151,1,232.6,924,14.5375,16,0,16,1,Regular Customers
13680,0,4,3169.04,1790,16.505416666666665,163,337,192,2,Loyal Customers
13681,17,4,827.83,360,14.523333333333333,37,137,57,0,Low Engagement
13682,186,1,59.5,10,19.833333333333332,3,0,3,1,Regular Customers
13684,285,1,65.13,38,2.245862068965517,29,0,29,1,Regular Customers
13685,2,6,1139.44,2896,31.651111111111113,28,57,36,0,Low Engagement
13686,182,1,72.0,70,9.0,8,0,8,1,Regular Customers
13689,62,1,910.0,512,151.66666666666666,6,0,6,3,VIP Customers
13690,58,1,172.25,67,19.13888888888889,9,0,9,1,Regular Customers
13692,24,3,1488.32,1226,28.081509433962264,48,211,53,0,Low Engagement
13694,3,47,44035.83,51147,87.54638170974155,340,369,503,2,Loyal Customers
13695,30,15,2504.13,1603,27.823666666666668,46,228,90,2,Loyal Customers
13697,38,1,151.29999999999998,177,12.608333333333333,12,0,12,1,Regular Customers
13699,154,1,308.58000000000004,66,22.041428571428575,14,0,14,1,Regular Customers
13700,25,10,2248.63,2281,11.590876288659794,139,300,194,2,Loyal Customers
13703,317,1,99.5,10,99.5,1,0,1,3,VIP Customers
13704,4,9,2308.06,1531,17.224328358208954,111,83,134,2,Loyal Customers
13705,7,3,711.86,363,25.423571428571428,25,366,28,0,Low Engagement
13706,302,1,330.79,189,16.5395,20,0,20,1,Regular Customers
13707,266,2,806.41,351,16.800208333333334,48,48,48,1,Regular Customers
13708,270,1,283.33,300,5.902708333333333,48,0,48,1,Regular Customers
13709,3,13,6307.650000000001,3508,18.828805970149254,244,311,335,2,Loyal Customers
13710,31,1,180.48,176,22.56,8,0,8,1,Regular Customers
13711,218,2,252.06,140,19.38923076923077,11,0,13,1,Regular Customers
13712,246,1,228.84,352,22.884,10,0,10,1,Regular Customers
13715,280,5,1077.39,562,10.359519230769232,89,91,104,0,Low Engagement
13716,268,1,138.28,138,6.584761904761905,21,0,21,1,Regular Customers
13717,31,6,1445.01,1959,14.166764705882352,92,266,102,2,Loyal Customers
13718,245,2,306.55,173,25.545833333333334,9,49,12,1,Regular Customers
13719,14,5,1041.68,609,17.361333333333334,56,219,60,0,Low Engagement
13720,116,4,799.9,501,18.60232558139535,42,138,43,0,Low Engagement
13721,35,1,524.14,316,18.719285714285714,28,0,28,1,Regular Customers
13722,131,3,2375.41,1401,27.945999999999998,75,151,85,0,Low Engagement
13723,216,1,199.85000000000002,43,33.30833333333334,6,0,6,1,Regular Customers
13725,49,8,1980.56,806,19.043846153846154,95,258,104,2,Loyal Customers
13726,38,2,1079.6599999999999,1054,25.70619047619047,39,61,42,0,Low Engagement
13727,28,2,333.48,162,16.674,19,4,20,1,Regular Customers
13728,36,6,1016.14,458,16.12920634920635,38,273,63,0,Low Engagement
13730,135,2,752.6,488,17.50232558139535,38,25,43,0,Low Engagement
13731,218,2,610.59,278,16.068157894736842,36,27,38,1,Regular Customers
13732,27,1,491.86,498,14.904848484848486,33,0,33,0,Low Engagement
13735,24,4,2883.54,1128,14.787384615384616,158,209,195,2,Loyal Customers
13736,4,2,729.8,496,3.8410526315789473,166,255,190,0,Low Engagement
13737,199,1,339.59999999999997,125,11.319999999999999,29,0,30,1,Regular Customers
13739,17,1,216.9,54,72.3,3,0,3,3,VIP Customers
13740,240,1,350.75,425,15.25,23,0,23,1,Regular Customers
13741,71,3,668.4300000000001,218,19.65970588235294,34,145,34,0,Low Engagement
13742,16,12,3107.87,1115,9.92929712460064,200,303,313,2,Loyal Customers
13743,2,7,1341.6,1776,32.72195121951219,8,256,41,0,Low Engagement
13744,94,2,1080.52,1153,17.15111111111111,54,197,63,0,Low Engagement
13745,161,1,300.04,496,12.001600000000002,25,0,25,1,Regular Customers
13747,373,1,79.6,8,79.6,1,0,1,3,VIP Customers
13748,95,4,744.25,359,27.564814814814813,24,150,27,0,Low Engagement
13750,53,3,752.3000000000001,252,35.82380952380953,20,243,21,0,Low Engagement
13751,287,1,296.25,152,32.916666666666664,9,0,9,1,Regular Customers
13752,123,6,1175.38,874,15.671733333333334,64,122,75,0,Low Engagement
13753,287,1,741.26,512,21.178857142857144,35,0,35,1,Regular Customers
13754,151,2,282.59999999999997,214,23.549999999999997,11,165,12,1,Regular Customers
13755,3,9,2108.06,1242,6.567165109034268,232,59,321,2,Loyal Customers
13756,1,14,4619.52,2876,32.99657142857143,66,365,140,2,Loyal Customers
13758,11,7,3190.55,1844,27.26965811965812,104,361,117,2,Loyal Customers
13759,32,2,659.4100000000001,287,26.376400000000004,24,37,25,0,Low Engagement
13760,53,2,286.79,197,5.03140350877193,50,202,57,0,Low Engagement
13761,49,2,1070.65,642,15.295000000000002,68,129,70,0,Low Engagement
13762,218,1,306.72,272,43.81714285714286,7,0,7,1,Regular Customers
13763,62,1,1714.96,728,114.33066666666667,15,0,15,3,VIP Customers
13764,70,3,1516.42,923,7.36126213592233,182,266,206,2,Loyal Customers
13767,1,37,15389.960000000001,6298,42.39658402203857,55,371,363,2,Loyal Customers
13769,1,10,2796.51,1163,20.71488888888889,73,365,135,2,Loyal Customers
13771,63,4,2634.45,1477,22.138235294117646,114,182,119,0,Low Engagement
13772,33,3,1122.63,540,6.489190751445087,141,205,173,0,Low Engagement
13774,81,1,345.0,192,15.681818181818182,22,0,22,1,Regular Customers
13777,0,29,11232.01,6488,68.48786585365853,35,372,164,2,Loyal Customers
13778,102,1,178.7,70,19.855555555555554,9,0,9,1,Regular Customers
13780,6,2,360.01,318,6.315964912280702,56,163,57,0,Low Engagement
13781,250,1,127.84,30,7.5200000000000005,17,0,17,1,Regular Customers
13782,12,6,908.86,369,8.043008849557522,96,315,113,0,Low Engagement
13784,9,11,2462.79,2493,79.44483870967741,9,322,31,2,Loyal Customers
13786,366,1,230.39999999999998,136,32.91428571428571,7,0,7,1,Regular Customers
13787,75,2,309.04,337,9.969032258064518,24,288,31,0,Low Engagement
13790,3,1,348.8,748,7.751111111111111,45,0,45,0,Low Engagement
13791,127,2,1226.0,1000,122.6,7,40,10,3,VIP Customers
13792,65,2,195.55,92,15.042307692307693,13,221,13,1,Regular Customers
13798,0,55,30243.43,21182,93.63291021671827,108,363,323,2,Loyal Customers
13799,116,2,688.86,402,17.663076923076922,32,177,39,0,Low Engagement
13800,309,1,558.32,331,16.91878787878788,33,0,33,1,Regular Customers
13801,66,1,324.8,168,14.121739130434783,23,0,23,1,Regular Customers
13802,138,3,3782.42,2072,66.35824561403508,53,172,57,0,Low Engagement
13803,254,1,277.07,121,16.298235294117646,17,0,17,1,Regular Customers
13804,30,7,2588.39,1462,19.173259259259257,124,259,135,2,Loyal Customers
13805,51,2,924.6,1900,71.12307692307692,10,76,13,3,VIP Customers
13806,63,1,256.38,56,25.637999999999998,10,0,10,1,Regular Customers
13807,366,1,112.6,36,16.085714285714285,7,0,7,1,Regular Customers
13808,5,5,1747.66,782,22.995526315789476,70,91,76,0,Low Engagement
13809,304,1,155.05,29,12.920833333333334,11,0,12,1,Regular Customers
13810,28,2,827.51,307,25.8596875,30,27,32,0,Low Engagement
13811,183,2,519.75,63,51.975,5,55,10,1,Regular Customers
13812,41,3,485.0,330,14.696969696969697,32,63,33,0,Low Engagement
13813,39,4,1168.8600000000001,541,17.98246153846154,53,95,65,0,Low Engagement
13814,91,2,1579.12,864,27.703859649122805,37,44,57,0,Low Engagement
13815,21,4,3667.36,2540,21.198612716763005,131,296,173,2,Loyal Customers
13816,23,2,499.67,265,19.218076923076925,24,40,26,0,Low Engagement
13817,28,2,328.98,208,14.953636363636365,19,322,22,0,Low Engagement
13819,301,3,1140.35,1109,31.676388888888887,26,18,36,1,Regular Customers
13821,144,2,385.64,153,6.536271186440678,51,116,59,1,Regular Customers
13822,5,2,632.0,611,6.583333333333333,90,34,96,0,Low Engagement
13823,18,2,957.66,439,23.941499999999998,39,72,40,0,Low Engagement
13824,32,5,1491.44,718,33.14311111111111,33,277,45,0,Low Engagement
13826,175,1,189.5,82,18.95,10,0,10,1,Regular Customers
13827,57,3,409.8,138,4.4543478260869565,83,85,92,0,Low Engagement
13828,21,1,209.49,311,13.966000000000001,15,0,15,1,Regular Customers
13831,15,6,1872.05,615,26.366901408450705,58,353,71,0,Low Engagement
13832,18,1,52.199999999999996,28,17.4,3,0,3,1,Regular Customers
13833,158,1,383.85,117,13.708928571428572,28,0,28,1,Regular Customers
13835,24,4,834.57,442,15.174000000000001,48,190,55,0,Low Engagement
13837,211,2,266.59000000000003,182,14.810555555555558,17,105,18,1,Regular Customers
13838,5,4,674.82,254,4.089818181818182,144,364,165,0,Low Engagement
13841,252,1,85.0,100,85.0,1,0,1,3,VIP Customers
13842,58,9,3385.62,1768,16.43504854368932,155,308,206,2,Loyal Customers
13844,10,1,361.62,196,18.081,20,0,20,1,Regular Customers
13845,64,1,312.98,182,34.775555555555556,9,0,9,1,Regular Customers
13846,24,3,865.0600000000001,388,15.728363636363637,55,335,55,0,Low Engagement
13848,297,1,135.0,200,67.5,2,0,2,3,VIP Customers
13849,51,2,1537.95,1016,15.227227722772279,97,119,101,0,Low Engagement
13850,128,1,1595.48,944,17.155698924731183,93,0,93,0,Low Engagement
13851,95,3,1763.46,1225,22.04325,76,192,80,0,Low Engagement
13853,56,1,1090.14,312,47.39739130434783,23,0,23,1,Regular Customers
13854,8,24,6690.32,2040,64.33,38,356,104,2,Loyal Customers
13856,168,3,388.5,494,27.75,10,34,14,1,Regular Customers
13858,56,1,216.17,75,19.651818181818182,11,0,11,1,Regular Customers
13859,325,1,201.16,129,7.184285714285714,27,0,28,1,Regular Customers
13860,0,5,1245.9,591,16.39342105263158,58,85,76,0,Low Engagement
13862,17,8,2209.36,1688,15.894676258992806,97,314,139,2,Loyal Customers
13863,247,1,305.78,224,15.288999999999998,20,0,20,1,Regular Customers
13865,57,4,501.56,204,16.718666666666667,26,231,30,0,Low Engagement
13866,73,1,145.67000000000002,57,20.810000000000002,7,0,7,1,Regular Customers
13867,30,3,1005.09,501,16.7515,51,186,60,0,Low Engagement
13868,38,1,507.54,464,15.860625,32,0,32,1,Regular Customers
13869,122,4,3083.65,1709,10.143585526315789,234,233,304,2,Loyal Customers
13870,1,8,2155.44,1115,19.245,89,285,112,2,Loyal Customers
13871,22,13,6403.25,2806,19.057291666666668,155,286,336,2,Loyal Customers
13873,119,3,389.6,140,16.93913043478261,21,190,23,0,Low Engagement
13874,357,1,540.45,180,30.025000000000002,18,0,18,1,Regular Customers
13875,53,5,1786.79,1316,17.180673076923078,79,247,104,0,Low Engagement
13876,63,1,122.7,36,17.52857142857143,7,0,7,1,Regular Customers
13877,85,1,117.24,108,39.08,3,0,3,1,Regular Customers
13878,54,1,1271.57,463,36.330571428571425,35,0,35,0,Low Engagement
13880,20,13,3219.77,1842,19.513757575757577,125,345,165,2,Loyal Customers
13881,3,19,10823.02,6904,69.37833333333333,71,308,156,2,Loyal Customers
13882,2,5,1191.13,953,18.325076923076924,54,61,65,0,Low Engagement
13883,10,5,2674.48,1436,18.834366197183098,108,242,142,2,Loyal Customers
13884,6,5,787.6,300,13.349152542372881,45,276,59,0,Low Engagement
13885,188,2,506.8,182,18.1,28,11,28,1,Regular Customers
13886,70,1,243.56,126,15.2225,16,0,16,1,Regular Customers
13887,203,1,349.55,147,18.397368421052633,19,0,19,1,Regular Customers
13888,119,2,595.67,254,15.273589743589742,38,98,39,0,Low Engagement
13889,92,1,416.90000000000003,146,27.793333333333337,15,0,15,1,Regular Customers
13890,0,10,1883.8100000000002,831,17.125545454545456,74,357,110,2,Loyal Customers
13892,26,4,632.97,983,23.443333333333335,26,219,27,0,Low Engagement
13893,297,1,515.1,154,25.755000000000003,20,0,20,1,Regular Customers
13894,23,3,564.62,354,20.911851851851853,25,286,27,0,Low Engagement
13895,27,4,2593.07,1365,21.975169491525424,97,136,118,0,Low Engagement
13897,49,1,311.16,200,18.303529411764707,17,0,17,1,Regular Customers
13898,325,1,155.93,133,12.994166666666667,12,0,12,1,Regular Customers
13899,15,2,388.52,156,20.448421052631577,19,258,19,0,Low Engagement
13900,182,3,740.95,430,17.23139534883721,42,79,43,0,Low Engagement
13901,71,5,2867.2,1739,19.242953020134227,144,246,149,2,Loyal Customers
13904,36,2,332.64,332,12.793846153846154,24,257,26,0,Low Engagement
13908,79,4,2369.55,1478,19.42254098360656,104,196,122,0,Low Engagement
13911,56,9,2580.91,2731,17.43858108108108,120,251,148,2,Loyal Customers
13914,11,2,626.45,380,18.983333333333334,28,24,33,0,Low Engagement
13917,49,2,272.04,228,15.113333333333335,16,141,18,1,Regular Customers
13918,49,2,958.44,900,33.04965517241379,29,203,29,0,Low Engagement
13919,58,2,348.81,472,13.41576923076923,23,62,26,0,Low Engagement
13922,351,1,172.25,93,24.607142857142858,7,0,7,1,Regular Customers
13923,53,1,351.13,185,17.5565,20,0,20,1,Regular Customers
13924,1,6,1838.8500000000001,1575,15.716666666666669,90,70,117,0,Low Engagement
13925,92,4,678.25,331,16.54268292682927,28,42,41,0,Low Engagement
13926,22,1,223.85000000000002,104,20.35,11,0,11,1,Regular Customers
13927,74,1,348.99,214,16.61857142857143,21,0,21,1,Regular Customers
13928,10,4,464.57,129,17.206296296296298,23,122,27,0,Low Engagement
13929,168,2,444.65,103,55.58125,8,157,8,3,VIP Customers
13930,57,2,337.34,274,19.843529411764706,15,78,17,1,Regular Customers
13931,95,2,982.53,695,17.237368421052633,55,185,57,0,Low Engagement
13932,294,1,307.4,72,19.2125,16,0,16,1,Regular Customers
13933,108,2,608.7900000000001,205,26.469130434782613,23,39,23,1,Regular Customers
13934,263,1,922.1,390,29.74516129032258,31,0,31,1,Regular Customers
13936,179,1,376.58,330,14.483846153846153,26,0,26,1,Regular Customers
13937,168,1,158.85,123,17.65,9,0,9,1,Regular Customers
13938,34,1,71.66,70,10.237142857142857,7,0,7,1,Regular Customers
13939,22,3,568.55,847,12.634444444444444,43,288,45,0,Low Engagement
13940,16,4,839.14,516,17.12530612244898,39,126,49,0,Low Engagement
13941,21,5,2957.52,1584,79.93297297297298,22,350,37,0,Low Engagement
13946,78,3,561.5699999999999,443,51.05181818181818,11,188,11,0,Low Engagement
13947,64,1,90.6,44,18.119999999999997,5,0,5,1,Regular Customers
13948,360,1,102.0,40,34.0,3,0,3,1,Regular Customers
13949,2,6,2427.32,2474,15.170750000000002,124,91,160,2,Loyal Customers
13950,10,4,745.06,323,21.28742857142857,33,235,35,0,Low Engagement
13951,175,3,674.45,459,17.293589743589745,38,118,39,0,Low Engagement
13952,217,2,3251.071,1431,23.730445255474454,120,20,137,0,Low Engagement
13953,6,2,265.68,124,20.436923076923076,7,108,13,1,Regular Customers
13954,1,2,439.92,150,17.5968,24,69,25,0,Low Engagement
13955,153,2,322.96,154,9.786666666666665,33,151,33,1,Regular Customers
13956,4,5,1019.27,486,6.933809523809524,123,266,147,0,Low Engagement
13959,78,3,594.04,355,6.600444444444444,79,283,90,0,Low Engagement
13960,20,2,230.22,142,19.185,11,50,12,1,Regular Customers
13962,21,2,169.55,87,15.413636363636364,11,223,11,1,Regular Customers
13963,307,4,664.54,460,18.986857142857144,35,59,35,1,Regular Customers
13967,145,1,80.7,42,40.35,2,0,2,1,Regular Customers
13969,6,18,8609.17,4428,13.953273905996758,334,357,617,2,Loyal Customers
13971,18,8,2758.26,1844,18.511812080536913,118,266,149,2,Loyal Customers
13972,70,2,190.25,187,12.683333333333334,15,131,15,1,Regular Customers
13973,286,1,264.7,109,24.063636363636363,11,0,11,1,Regular Customers
13974,48,1,413.59000000000003,249,14.77107142857143,28,0,28,1,Regular Customers
13975,30,6,2461.2400000000002,1697,7.480972644376901,240,245,329,2,Loyal Customers
13976,206,1,357.98,154,35.798,10,0,10,1,Regular Customers
13978,14,2,196.79000000000002,315,13.119333333333335,14,30,15,1,Regular Customers
13979,72,1,869.87,639,16.108703703703704,54,0,54,0,Low Engagement
13980,59,1,200.14,172,18.19454545454545,11,0,11,1,Regular Customers
13982,38,4,1871.81,1136,16.863153153153153,72,326,111,0,Low Engagement
13983,29,10,1733.43,1177,16.667596153846155,90,337,104,2,Loyal Customers
13984,26,4,488.03,271,32.535333333333334,13,339,15,0,Low Engagement
13985,3,15,7060.13,3445,20.229598853868197,108,260,349,2,Loyal Customers
13986,16,1,320.46,430,24.650769230769228,12,0,13,1,Regular Customers
13988,19,6,4147.96,3044,17.726324786324785,188,234,234,2,Loyal Customers
13989,65,2,1266.08,1313,30.88,33,173,41,0,Low Engagement
13990,212,1,311.3,190,19.45625,16,0,16,1,Regular Customers
13991,11,6,851.88,994,10.517037037037037,57,131,81,0,Low Engagement
13992,29,1,76.8,64,15.36,5,0,5,1,Regular Customers
13993,42,9,3262.36,852,27.186333333333334,66,287,120,2,Loyal Customers
13994,3,6,2274.14,932,15.36581081081081,122,144,148,0,Low Engagement
13995,14,5,1393.69,879,16.205697674418605,55,230,86,0,Low Engagement
13999,9,12,3901.81,2243,18.758701923076924,102,351,208,2,Loyal Customers
