CustomerID,LastPurchaseDate,UniquePurchaseDays,TotalOrders,TotalRevenue,TotalQuantity,Recency,Frequency,Monetary,AverageOrderValue,PurchaseFrequency,CLV,AverageBasketSize
13243,2011-05-20 13:14:00,1,1,566,233,203,1,566,566.0,1.0,6792.0,233.0
13244,2011-09-08 11:46:00,1,1,105,38,93,1,105,105.0,1.0,1260.0,38.0
13245,2011-10-20 11:40:00,1,1,421,125,51,1,421,421.0,1.0,5052.0,125.0
13246,2011-11-21 16:50:00,6,6,1927,1602,18,6,1927,321.1666666666667,1.0,3854.0,267.0
13247,2011-11-22 10:59:00,4,4,490,328,18,4,490,122.5,1.0,1470.0,82.0
13248,2011-08-07 12:40:00,2,2,451,305,125,2,451,225.5,1.0,2706.0,152.5
13249,2011-09-08 13:26:00,3,3,701,546,92,3,701,233.66666666666666,1.0,2804.0,182.0
13253,2011-07-06 10:09:00,2,2,1017,1572,157,2,1017,508.5,1.0,6102.0,786.0
13255,2011-11-30 13:14:00,2,2,392,177,9,2,392,196.0,1.0,2352.0,88.5
13258,2011-11-28 09:31:00,3,3,677,287,12,3,677,225.66666666666666,1.0,2708.0,95.66666666666667
13259,2011-10-09 10:48:00,1,1,250,132,62,1,250,250.0,1.0,3000.0,132.0
13260,2011-10-09 13:21:00,1,1,554,142,61,1,554,554.0,1.0,6648.0,142.0
13261,2011-03-16 12:22:00,2,2,943,210,269,2,943,471.5,1.0,5658.0,105.0
13262,2011-03-21 15:06:00,1,1,195,125,263,1,195,195.0,1.0,2340.0,125.0
13263,2011-12-08 13:59:00,35,35,6467,4774,1,35,6467,184.77142857142857,1.0,2217.2571428571428,136.4
13265,2011-10-17 15:02:00,5,5,2076,1752,53,5,2076,415.2,1.0,4982.4,350.4
13266,2011-11-28 14:39:00,12,12,3761,4428,11,12,3761,313.4166666666667,1.0,3761.0,369.0
13267,2011-12-07 11:12:00,18,19,4433,1969,3,19,4433,233.31578947368422,1.0555555555555556,2955.3333333333335,103.63157894736842
13268,2011-11-22 11:34:00,10,10,2999,3582,18,10,2999,299.9,1.0,3598.7999999999997,358.2
13269,2011-12-08 14:53:00,15,15,5190,3514,1,15,5190,346.0,1.0,4152.0,234.26666666666668
13270,2010-12-08 14:53:00,1,1,590,200,366,1,590,590.0,1.0,7080.0,200.0
13271,2011-11-02 14:31:00,1,1,169,253,37,1,169,169.0,1.0,2028.0,253.0
13272,2011-11-08 14:00:00,2,2,268,96,31,2,268,134.0,1.0,1608.0,48.0
13273,2011-08-18 14:02:00,1,1,132,153,113,1,132,132.0,1.0,1584.0,153.0
13276,2011-10-07 12:44:00,2,2,575,161,64,2,575,287.5,1.0,3450.0,80.5
13277,2011-11-24 09:21:00,4,4,257,176,16,4,257,64.25,1.0,771.0,44.0
13278,2011-10-30 11:49:00,1,1,518,537,41,1,518,518.0,1.0,6216.0,537.0
13279,2011-09-22 17:24:00,1,1,133,73,78,1,133,133.0,1.0,1596.0,73.0
13280,2011-08-09 13:14:00,3,3,769,522,122,3,769,256.3333333333333,1.0,3076.0,174.0
13282,2011-11-21 15:33:00,3,3,1117,307,18,3,1117,372.3333333333333,1.0,4468.0,102.33333333333333
13283,2011-10-11 09:50:00,2,2,90,90,60,2,90,45.0,1.0,540.0,45.0
13284,2011-01-13 09:23:00,1,1,195,91,331,1,195,195.0,1.0,2340.0,91.0
13285,2011-11-16 13:19:00,4,4,2627,2051,23,4,2627,656.75,1.0,7881.0,512.75
13291,2011-07-07 10:36:00,1,1,339,233,156,1,339,339.0,1.0,4068.0,233.0
13292,2011-11-01 10:04:00,2,2,566,347,39,2,566,283.0,1.0,3396.0,173.5
13294,2011-06-03 08:54:00,2,2,844,453,190,2,844,422.0,1.0,5064.0,226.5
13295,2010-12-15 11:21:00,1,1,196,82,360,1,196,196.0,1.0,2352.0,82.0
13296,2011-07-25 13:46:00,1,1,86,78,137,1,86,86.0,1.0,1032.0,78.0
13297,2011-12-02 09:32:00,4,4,2065,963,8,4,2065,516.25,1.0,6195.0,240.75
13298,2011-12-08 13:11:00,1,1,360,96,1,1,360,360.0,1.0,4320.0,96.0
13299,2011-03-16 12:55:00,1,1,139,30,268,1,139,139.0,1.0,1668.0,30.0
13300,2011-06-23 13:09:00,1,1,361,203,169,1,361,361.0,1.0,4332.0,203.0
13301,2011-08-28 11:25:00,4,4,555,343,104,4,555,138.75,1.0,1665.0,85.75
13302,2011-07-07 17:56:00,1,1,63,5,155,1,63,63.0,1.0,756.0,5.0
13304,2010-12-23 14:35:00,1,1,288,238,351,1,288,288.0,1.0,3456.0,238.0
13305,2011-12-05 15:15:00,10,10,1961,1232,4,10,1961,196.1,1.0,2353.2,123.2
13307,2011-08-11 17:14:00,1,1,15,4,120,1,15,15.0,1.0,180.0,4.0
13308,2011-11-17 09:31:00,3,3,1364,843,23,3,1364,454.6666666666667,1.0,5456.0,281.0
13309,2011-12-02 16:34:00,5,5,1411,1544,7,5,1411,282.2,1.0,3386.3999999999996,308.8
13310,2011-11-11 17:23:00,3,3,1097,587,28,3,1097,365.6666666666667,1.0,4388.0,195.66666666666666
13311,2011-12-05 12:55:00,2,2,587,305,4,2,587,293.5,1.0,3522.0,152.5
13313,2011-11-17 16:48:00,5,5,1517,851,22,5,1517,303.4,1.0,3640.7999999999997,170.2
13314,2011-12-08 12:29:00,3,3,745,560,2,3,745,248.33333333333334,1.0,2980.0,186.66666666666666
13316,2011-11-02 13:40:00,4,4,5940,6948,37,4,5940,1485.0,1.0,17820.0,1737.0
13317,2011-10-04 13:35:00,5,6,2212,1035,66,6,2212,368.6666666666667,1.2,5308.8,172.5
13318,2011-12-08 18:51:00,3,3,631,304,1,3,631,210.33333333333334,1.0,2524.0,101.33333333333333
13319,2011-12-04 13:34:00,25,26,10630,4724,5,26,10630,408.84615384615387,1.04,5102.400000000001,181.69230769230768
13320,2011-09-22 18:07:00,4,4,1494,1096,78,4,1494,373.5,1.0,4482.0,274.0
13321,2011-09-28 15:24:00,2,2,563,372,72,2,563,281.5,1.0,3378.0,186.0
13322,2011-11-22 14:21:00,1,1,186,117,17,1,186,186.0,1.0,2232.0,117.0
13323,2011-12-06 17:12:00,5,5,782,175,3,5,782,156.4,1.0,1876.8000000000002,35.0
13324,2011-11-03 16:28:00,10,10,7094,5205,36,10,7094,709.4,1.0,8512.8,520.5
13325,2011-09-19 10:36:00,1,1,673,240,82,1,673,673.0,1.0,8076.0,240.0
13327,2011-11-01 10:21:00,8,8,3584,1600,39,8,3584,448.0,1.0,5376.0,200.0
13328,2011-01-27 15:22:00,1,1,1304,680,316,1,1304,1304.0,1.0,15648.0,680.0
13329,2011-11-08 10:29:00,2,2,783,463,32,2,783,391.5,1.0,4698.0,231.5
13330,2011-09-08 12:27:00,3,3,1115,751,93,3,1115,371.6666666666667,1.0,4460.0,250.33333333333334
13332,2011-11-25 13:30:00,1,1,342,179,14,1,342,342.0,1.0,4104.0,179.0
13334,2011-09-18 15:21:00,3,3,3381,1774,82,3,3381,1127.0,1.0,13524.0,591.3333333333334
13336,2011-09-23 14:05:00,1,1,771,559,77,1,771,771.0,1.0,9252.0,559.0
13338,2011-07-05 09:06:00,1,1,478,256,158,1,478,478.0,1.0,5736.0,256.0
13339,2011-05-23 08:31:00,1,1,826,326,201,1,826,826.0,1.0,9912.0,326.0
13340,2011-10-25 13:15:00,7,7,10678,5770,45,7,10678,1525.4285714285713,1.0,18305.142857142855,824.2857142857143
13341,2011-03-24 09:50:00,1,1,752,301,261,1,752,752.0,1.0,9024.0,301.0
13343,2011-06-15 12:24:00,1,1,345,135,178,1,345,345.0,1.0,4140.0,135.0
13344,2011-10-03 09:45:00,3,3,2481,971,68,3,2481,827.0,1.0,9924.0,323.6666666666667
13345,2011-02-25 09:01:00,1,1,378,141,288,1,378,378.0,1.0,4536.0,141.0
13347,2011-09-30 13:28:00,1,1,339,205,70,1,339,339.0,1.0,4068.0,205.0
13348,2011-10-06 17:28:00,1,1,228,136,64,1,228,228.0,1.0,2736.0,136.0
13349,2011-11-29 08:07:00,1,1,243,225,11,1,243,243.0,1.0,2916.0,225.0
13350,2011-11-23 16:33:00,2,2,960,287,16,2,960,480.0,1.0,5760.0,143.5
13351,2011-10-04 12:55:00,1,1,366,117,66,1,366,366.0,1.0,4392.0,117.0
13352,2011-10-10 13:55:00,1,1,386,321,60,1,386,386.0,1.0,4632.0,321.0
13354,2011-09-29 13:17:00,1,1,726,604,71,1,726,726.0,1.0,8712.0,604.0
13355,2011-08-09 14:48:00,1,1,655,314,122,1,655,655.0,1.0,7860.0,314.0
13356,2011-09-20 14:33:00,1,1,745,325,80,1,745,745.0,1.0,8940.0,325.0
13357,2011-03-27 13:56:00,1,1,560,322,257,1,560,560.0,1.0,6720.0,322.0
13358,2011-03-16 11:52:00,1,1,420,285,269,1,420,420.0,1.0,5040.0,285.0
13359,2011-10-07 09:30:00,1,1,429,161,64,1,429,429.0,1.0,5148.0,161.0
13362,2011-11-30 14:41:00,4,4,3015,1382,9,4,3015,753.75,1.0,9045.0,345.5
13363,2011-11-22 12:40:00,2,2,966,710,18,2,966,483.0,1.0,5796.0,355.0
13364,2011-09-29 18:13:00,1,1,130,71,71,1,130,130.0,1.0,1560.0,71.0
13365,2011-11-06 12:36:00,2,2,2170,1247,34,2,2170,1085.0,1.0,13020.0,623.5
13366,2011-10-20 13:37:00,1,1,56,144,50,1,56,56.0,1.0,672.0,144.0
13368,2011-03-28 09:59:00,2,2,611,327,257,2,611,305.5,1.0,3666.0,163.5
13369,2010-12-09 11:30:00,1,1,305,149,366,1,305,305.0,1.0,3660.0,149.0
13370,2010-12-03 10:26:00,1,1,739,343,372,1,739,739.0,1.0,8868.0,343.0
13372,2011-09-11 12:46:00,1,1,365,159,90,1,365,365.0,1.0,4380.0,159.0
13373,2011-10-10 10:51:00,3,3,3245,1651,61,3,3245,1081.6666666666667,1.0,12980.0,550.3333333333334
13375,2011-09-12 10:19:00,1,1,760,442,89,1,760,760.0,1.0,9120.0,442.0
13376,2011-09-01 16:16:00,3,3,994,493,99,3,994,331.3333333333333,1.0,3976.0,164.33333333333334
13379,2011-11-13 13:45:00,3,3,516,601,26,3,516,172.0,1.0,2064.0,200.33333333333334
13381,2011-11-08 11:58:00,6,6,3579,2029,32,6,3579,596.5,1.0,7158.0,338.1666666666667
13382,2011-03-04 10:03:00,1,1,218,131,281,1,218,218.0,1.0,2616.0,131.0
13384,2011-11-09 11:04:00,7,7,4090,2422,31,7,4090,584.2857142857143,1.0,7011.4285714285725,346.0
13385,2011-01-14 09:52:00,1,1,515,281,330,1,515,515.0,1.0,6180.0,281.0
13388,2011-07-31 12:52:00,1,2,662,282,131,2,662,331.0,2.0,7944.0,141.0
13389,2011-11-28 14:01:00,3,3,775,429,11,3,775,258.3333333333333,1.0,3100.0,143.0
13390,2011-09-26 08:38:00,1,1,541,224,75,1,541,541.0,1.0,6492.0,224.0
13391,2011-05-20 10:50:00,1,1,59,4,204,1,59,59.0,1.0,708.0,4.0
13394,2011-12-08 11:36:00,8,8,2450,2392,2,8,2450,306.25,1.0,3675.0,299.0
13395,2011-06-07 15:04:00,1,1,297,336,185,1,297,297.0,1.0,3564.0,336.0
13396,2011-11-10 16:59:00,2,2,1341,600,29,2,1341,670.5,1.0,8046.0,300.0
13397,2011-09-28 10:56:00,5,5,1530,430,73,5,1530,306.0,1.0,3672.0,86.0
13398,2011-05-31 13:17:00,1,1,442,281,192,1,442,442.0,1.0,5304.0,281.0
13402,2011-08-04 15:51:00,2,2,609,479,127,2,609,304.5,1.0,3654.0,239.5
13403,2011-11-22 08:28:00,1,1,75,44,18,1,75,75.0,1.0,900.0,44.0
13404,2011-12-08 15:37:00,2,2,248,111,1,2,248,124.0,1.0,1488.0,55.5
13405,2011-09-26 17:01:00,3,3,559,165,74,3,559,186.33333333333334,1.0,2236.0,55.0
13408,2011-12-08 09:05:00,58,62,27947,16232,2,62,27947,450.758064516129,1.0689655172413792,5782.137931034482,261.80645161290323
13410,2011-11-15 15:33:00,5,5,995,518,24,5,995,199.0,1.0,2388.0,103.6
13411,2011-08-24 13:57:00,1,1,203,72,107,1,203,203.0,1.0,2436.0,72.0
13414,2011-07-29 11:45:00,3,3,1385,1574,134,3,1385,461.6666666666667,1.0,5540.0,524.6666666666666
13416,2011-10-27 08:56:00,2,2,708,142,44,2,708,354.0,1.0,4248.0,71.0
13417,2011-12-05 08:49:00,2,2,628,162,5,2,628,314.0,1.0,3768.0,81.0
13418,2011-11-28 10:23:00,18,18,6008,3918,12,18,6008,333.77777777777777,1.0,4005.333333333333,217.66666666666666
13419,2011-10-07 12:49:00,1,1,215,275,64,1,215,215.0,1.0,2580.0,275.0
13420,2011-07-13 08:48:00,2,2,157,101,150,2,157,78.5,1.0,942.0,50.5
13421,2011-10-30 14:21:00,2,2,1794,1156,40,2,1794,897.0,1.0,10764.0,578.0
13422,2011-10-06 13:42:00,1,1,2569,1326,64,1,2569,2569.0,1.0,30828.0,1326.0
13425,2011-08-23 17:13:00,3,3,1587,1123,108,3,1587,529.0,1.0,6348.0,374.3333333333333
13426,2011-12-09 08:59:00,10,10,3599,2245,1,10,3599,359.9,1.0,4318.799999999999,224.5
13427,2011-11-20 13:02:00,3,3,572,545,19,3,572,190.66666666666666,1.0,2288.0,181.66666666666666
13428,2011-11-29 14:20:00,1,1,183,156,10,1,183,183.0,1.0,2196.0,156.0
13429,2011-11-29 09:10:00,4,4,970,1390,11,4,970,242.5,1.0,2910.0,347.5
13430,2011-11-21 08:19:00,2,2,659,751,19,2,659,329.5,1.0,3954.0,375.5
13431,2011-10-03 13:49:00,2,2,1246,672,67,2,1246,623.0,1.0,7476.0,336.0
13434,2011-09-26 14:30:00,2,2,529,300,74,2,529,264.5,1.0,3174.0,150.0
13435,2011-12-04 14:45:00,7,7,3761,2129,5,7,3761,537.2857142857143,1.0,6447.4285714285725,304.14285714285717
13436,2011-12-08 10:33:00,1,1,192,76,2,1,192,192.0,1.0,2304.0,76.0
13437,2011-11-25 14:00:00,7,7,3321,1283,14,7,3321,474.42857142857144,1.0,5693.142857142857,183.28571428571428
13439,2011-03-29 14:20:00,1,1,253,242,255,1,253,253.0,1.0,3036.0,242.0
13441,2011-09-09 09:38:00,1,1,290,204,92,1,290,290.0,1.0,3480.0,204.0
13447,2011-11-16 13:38:00,3,3,1099,584,23,3,1099,366.3333333333333,1.0,4396.0,194.66666666666666
13448,2011-11-23 12:33:00,6,6,3440,1660,17,6,3440,573.3333333333334,1.0,6880.0,276.6666666666667
13449,2011-11-16 08:28:00,1,1,284,222,24,1,284,284.0,1.0,3408.0,222.0
13450,2011-11-13 11:54:00,6,6,2023,1982,27,6,2023,337.1666666666667,1.0,4046.0,330.3333333333333
13451,2011-11-13 15:58:00,5,5,2727,2149,26,5,2727,545.4,1.0,6544.799999999999,429.8
13452,2011-03-25 14:19:00,2,2,590,2,259,2,590,295.0,1.0,3540.0,1.0
13453,2011-06-27 09:34:00,2,2,347,134,166,2,347,173.5,1.0,2082.0,67.0
13455,2011-11-15 11:21:00,2,2,1035,354,25,2,1035,517.5,1.0,6210.0,177.0
13456,2011-11-22 09:18:00,6,6,1740,765,18,6,1740,290.0,1.0,3480.0,127.5
13458,2011-12-02 15:29:00,14,14,9487,5508,7,14,9487,677.6428571428571,1.0,8131.714285714285,393.42857142857144
13460,2011-11-10 17:17:00,2,2,176,286,29,2,176,88.0,1.0,1056.0,143.0
13461,2011-11-01 09:01:00,3,3,1432,1170,39,3,1432,477.3333333333333,1.0,5728.0,390.0
13462,2011-04-01 11:20:00,1,1,147,62,253,1,147,147.0,1.0,1764.0,62.0
13464,2011-10-12 15:01:00,1,1,661,403,58,1,661,661.0,1.0,7932.0,403.0
13466,2011-06-08 16:39:00,1,1,301,259,184,1,301,301.0,1.0,3612.0,259.0
13467,2011-11-29 10:01:00,2,2,1029,584,11,2,1029,514.5,1.0,6174.0,292.0
13468,2011-12-08 10:39:00,37,37,5546,2589,2,37,5546,149.8918918918919,1.0,1798.702702702703,69.97297297297297
13470,2011-09-01 14:57:00,2,2,160,100,99,2,160,80.0,1.0,960.0,50.0
13471,2011-12-08 15:44:00,4,4,2400,1590,1,4,2400,600.0,1.0,7200.0,397.5
13473,2011-10-10 11:20:00,2,2,414,266,61,2,414,207.0,1.0,2484.0,133.0
13474,2011-04-17 13:53:00,1,1,191,132,236,1,191,191.0,1.0,2292.0,132.0
13475,2011-06-01 13:52:00,4,4,1399,1012,191,4,1399,349.75,1.0,4197.0,253.0
13476,2011-06-14 12:00:00,2,2,1209,417,179,2,1209,604.5,1.0,7254.0,208.5
13477,2011-11-02 12:04:00,6,6,1416,1021,38,6,1416,236.0,1.0,2832.0,170.16666666666666
13479,2011-05-23 10:45:00,2,2,292,134,201,2,292,146.0,1.0,1752.0,67.0
13481,2011-10-25 09:07:00,5,5,1754,1142,46,5,1754,350.8,1.0,4209.6,228.4
13482,2011-04-21 17:03:00,1,1,179,116,232,1,179,179.0,1.0,2148.0,116.0
13483,2011-10-05 11:53:00,1,1,138,160,66,1,138,138.0,1.0,1656.0,160.0
13484,2011-04-12 16:30:00,1,1,308,44,241,1,308,308.0,1.0,3696.0,44.0
13485,2011-04-20 13:58:00,1,1,444,277,233,1,444,444.0,1.0,5328.0,277.0
13486,2011-09-22 13:13:00,3,3,1089,669,78,3,1089,363.0,1.0,4356.0,223.0
13487,2011-10-13 12:07:00,3,3,556,265,58,3,556,185.33333333333334,1.0,2224.0,88.33333333333333
13488,2011-11-22 14:41:00,13,13,8783,4518,17,13,8783,675.6153846153846,1.0,8107.384615384615,347.53846153846155
13489,2011-08-26 13:16:00,4,4,443,560,105,4,443,110.75,1.0,1329.0,140.0
13491,2011-10-19 08:32:00,10,10,1177,903,52,10,1177,117.7,1.0,1412.4,90.3
13492,2011-07-26 14:25:00,3,3,1240,408,136,3,1240,413.3333333333333,1.0,4960.0,136.0
13493,2011-03-09 15:35:00,2,2,496,377,275,2,496,248.0,1.0,2976.0,188.5
13494,2011-02-01 11:58:00,1,1,305,162,312,1,305,305.0,1.0,3660.0,162.0
13495,2011-12-02 11:21:00,5,5,2031,829,8,5,2031,406.2,1.0,4874.4,165.8
13496,2011-11-29 10:58:00,2,2,643,341,11,2,643,321.5,1.0,3858.0,170.5
13497,2011-03-02 09:04:00,2,2,339,163,283,2,339,169.5,1.0,2034.0,81.5
13499,2011-11-22 11:21:00,5,5,1138,1365,18,5,1138,227.6,1.0,2731.2,273.0
13500,2011-11-16 15:35:00,3,3,1140,609,23,3,1140,380.0,1.0,4560.0,203.0
13501,2011-02-24 18:59:00,1,1,1313,560,288,1,1313,1313.0,1.0,15756.0,560.0
13502,2011-11-23 10:39:00,3,3,283,264,17,3,283,94.33333333333333,1.0,1132.0,88.0
13503,2011-09-29 13:23:00,1,1,211,248,71,1,211,211.0,1.0,2532.0,248.0
13504,2011-10-06 13:20:00,1,1,284,178,64,1,284,284.0,1.0,3408.0,178.0
13505,2011-09-28 11:56:00,4,4,3526,2467,73,4,3526,881.5,1.0,10578.0,616.75
13506,2011-01-27 13:53:00,2,2,447,324,316,2,447,223.5,1.0,2682.0,162.0
13507,2011-12-06 13:13:00,4,4,2395,1597,3,4,2395,598.75,1.0,7185.0,399.25
13508,2011-04-10 11:58:00,1,1,104,24,244,1,104,104.0,1.0,1248.0,24.0
13509,2011-12-01 10:10:00,6,6,954,1105,9,6,954,159.0,1.0,1908.0,184.16666666666666
13510,2011-12-08 13:46:00,4,4,1731,1386,1,4,1731,432.75,1.0,5193.0,346.5
13512,2011-03-24 10:03:00,1,1,243,143,261,1,243,243.0,1.0,2916.0,143.0
13513,2011-08-05 11:50:00,1,1,198,109,127,1,198,198.0,1.0,2376.0,109.0
13514,2011-09-27 09:39:00,1,1,150,40,74,1,150,150.0,1.0,1800.0,40.0
13515,2011-09-28 11:26:00,4,4,862,681,73,4,862,215.5,1.0,2586.0,170.25
13516,2011-11-18 13:15:00,3,3,1368,985,21,3,1368,456.0,1.0,5472.0,328.3333333333333
13517,2011-10-11 11:43:00,3,3,2053,1369,60,3,2053,684.3333333333334,1.0,8212.0,456.3333333333333
13518,2011-09-15 10:29:00,1,1,642,392,86,1,642,642.0,1.0,7704.0,392.0
13519,2011-09-22 18:24:00,1,1,116,23,78,1,116,116.0,1.0,1392.0,23.0
13520,2011-10-12 10:20:00,6,6,2953,1633,59,6,2953,492.1666666666667,1.0,5906.0,272.1666666666667
13521,2011-12-08 13:50:00,3,3,849,733,1,3,849,283.0,1.0,3396.0,244.33333333333334
13522,2011-11-09 15:11:00,1,1,124,44,30,1,124,124.0,1.0,1488.0,44.0
13523,2011-11-06 15:11:00,5,5,3887,1752,33,5,3887,777.4,1.0,9328.8,350.4
13524,2011-10-30 12:34:00,5,5,668,324,41,5,668,133.6,1.0,1603.1999999999998,64.8
13525,2011-11-25 12:01:00,2,2,627,394,15,2,627,313.5,1.0,3762.0,197.0
13527,2011-11-06 12:04:00,7,7,2151,1692,34,7,2151,307.2857142857143,1.0,3687.4285714285716,241.71428571428572
13529,2011-09-22 09:15:00,2,2,297,74,79,2,297,148.5,1.0,1782.0,37.0
13531,2011-05-18 16:56:00,2,2,472,174,205,2,472,236.0,1.0,2832.0,87.0
13532,2011-11-06 12:25:00,1,1,175,129,34,1,175,175.0,1.0,2100.0,129.0
13533,2011-06-10 11:54:00,3,3,228,204,183,3,228,76.0,1.0,912.0,68.0
13534,2011-12-07 14:52:00,22,25,5697,2961,2,25,5697,227.88,1.1363636363636365,3107.454545454546,118.44
13536,2011-12-08 16:38:00,7,7,3353,2136,1,7,3353,479.0,1.0,5748.0,305.14285714285717
13538,2011-10-27 16:34:00,7,7,1265,175,43,7,1265,180.71428571428572,1.0,2168.5714285714284,25.0
13539,2011-09-15 10:18:00,3,3,611,320,86,3,611,203.66666666666666,1.0,2444.0,106.66666666666667
13544,2011-10-31 11:57:00,2,2,248,127,40,2,248,124.0,1.0,1488.0,63.5
13546,2011-11-27 14:50:00,3,3,575,359,12,3,575,191.66666666666666,1.0,2300.0,119.66666666666667
13548,2011-09-04 14:50:00,2,2,611,441,96,2,611,305.5,1.0,3666.0,220.5
13549,2011-11-14 09:20:00,7,7,888,458,26,7,888,126.85714285714286,1.0,1522.2857142857142,65.42857142857143
13551,2011-01-24 14:46:00,1,1,89,12,319,1,89,89.0,1.0,1068.0,12.0
13552,2011-10-04 15:19:00,12,12,3692,1417,66,12,3692,307.6666666666667,1.0,3692.0,118.08333333333333
13555,2011-09-27 12:36:00,4,4,4097,2660,74,4,4097,1024.25,1.0,12291.0,665.0
13557,2011-11-11 15:24:00,2,2,570,546,28,2,570,285.0,1.0,3420.0,273.0
13558,2011-12-04 11:24:00,4,4,517,344,6,4,517,129.25,1.0,1551.0,86.0
13560,2011-12-02 13:11:00,1,1,154,64,7,1,154,154.0,1.0,1848.0,64.0
13561,2011-05-08 12:39:00,1,1,135,83,216,1,135,135.0,1.0,1620.0,83.0
13562,2011-09-19 10:51:00,3,3,1744,757,82,3,1744,581.3333333333334,1.0,6976.0,252.33333333333334
13563,2011-09-16 14:45:00,2,2,750,209,84,2,750,375.0,1.0,4500.0,104.5
13564,2010-12-20 16:50:00,2,2,1156,660,354,2,1156,578.0,1.0,6936.0,330.0
13565,2011-11-20 14:33:00,2,2,222,172,19,2,222,111.0,1.0,1332.0,86.0
13566,2011-10-30 11:59:00,2,2,785,575,41,2,785,392.5,1.0,4710.0,287.5
13568,2011-06-19 14:42:00,1,1,166,70,173,1,166,166.0,1.0,1992.0,70.0
13569,2011-11-22 13:07:00,2,2,325,163,17,2,325,162.5,1.0,1950.0,81.5
13570,2011-04-10 13:36:00,1,1,226,161,243,1,226,226.0,1.0,2712.0,161.0
13571,2011-11-27 10:47:00,12,12,1924,1759,13,12,1924,160.33333333333334,1.0,1924.0,146.58333333333334
13572,2011-05-18 11:59:00,1,1,1370,534,206,1,1370,1370.0,1.0,16440.0,534.0
13573,2011-10-20 14:33:00,2,2,282,303,50,2,282,141.0,1.0,1692.0,151.5
13575,2011-11-16 13:14:00,5,5,710,449,23,5,710,142.0,1.0,1704.0,89.8
13576,2011-11-29 15:34:00,18,18,6654,2646,10,18,6654,369.6666666666667,1.0,4436.0,147.0
13577,2011-11-14 15:19:00,4,4,1635,791,25,4,1635,408.75,1.0,4905.0,197.75
13579,2011-11-25 08:41:00,2,2,452,176,15,2,452,226.0,1.0,2712.0,88.0
13581,2011-02-03 14:41:00,1,1,111,30,309,1,111,111.0,1.0,1332.0,30.0
13583,2011-07-07 10:40:00,1,1,756,725,156,1,756,756.0,1.0,9072.0,725.0
13584,2011-02-06 12:49:00,1,1,125,37,307,1,125,125.0,1.0,1500.0,37.0
13587,2011-10-07 12:31:00,1,1,710,180,64,1,710,710.0,1.0,8520.0,180.0
13588,2011-11-24 10:42:00,9,9,2424,2606,16,9,2424,269.3333333333333,1.0,3232.0,289.55555555555554
13589,2011-11-25 12:10:00,2,2,369,114,15,2,369,184.5,1.0,2214.0,57.0
13590,2011-11-28 12:54:00,6,6,1944,1848,11,6,1944,324.0,1.0,3888.0,308.0
13591,2011-10-06 12:26:00,3,3,1086,485,65,3,1086,362.0,1.0,4344.0,161.66666666666666
13592,2011-11-04 09:49:00,4,4,237,84,36,4,237,59.25,1.0,711.0,21.0
13593,2011-08-23 13:35:00,5,5,1957,731,108,5,1957,391.4,1.0,4696.799999999999,146.2
13594,2011-10-18 10:19:00,1,1,387,359,53,1,387,387.0,1.0,4644.0,359.0
13596,2011-12-04 12:01:00,2,2,612,406,6,2,612,306.0,1.0,3672.0,203.0
13598,2011-10-23 14:28:00,1,1,163,58,47,1,163,163.0,1.0,1956.0,58.0
13599,2011-12-08 16:10:00,19,21,5041,3294,1,21,5041,240.04761904761904,1.105263157894737,3183.789473684211,156.85714285714286
13600,2011-01-31 15:27:00,1,1,208,324,312,1,208,208.0,1.0,2496.0,324.0
13601,2011-10-25 17:31:00,2,2,640,548,45,2,640,320.0,1.0,3840.0,274.0
13602,2011-10-06 11:47:00,1,1,418,267,65,1,418,418.0,1.0,5016.0,267.0
13603,2011-11-13 15:57:00,1,1,150,164,26,1,150,150.0,1.0,1800.0,164.0
13606,2011-11-10 17:46:00,3,3,257,279,29,3,257,85.66666666666667,1.0,1028.0,93.0
13607,2011-10-30 16:17:00,1,1,618,290,40,1,618,618.0,1.0,7416.0,290.0
13610,2011-11-27 15:38:00,7,7,1000,516,12,7,1000,142.85714285714286,1.0,1714.2857142857142,73.71428571428571
13611,2011-09-11 14:51:00,3,3,1131,766,89,3,1131,377.0,1.0,4524.0,255.33333333333334
13614,2011-11-15 14:47:00,4,4,1501,570,24,4,1501,375.25,1.0,4503.0,142.5
13615,2011-01-25 08:21:00,1,1,404,189,319,1,404,404.0,1.0,4848.0,189.0
13617,2011-10-30 13:50:00,3,3,520,300,40,3,520,173.33333333333334,1.0,2080.0,100.0
13618,2011-06-19 11:09:00,1,1,171,246,174,1,171,171.0,1.0,2052.0,246.0
13621,2011-08-15 08:26:00,1,1,210,343,117,1,210,210.0,1.0,2520.0,343.0
13623,2011-11-09 12:00:00,5,5,700,294,31,5,700,140.0,1.0,1680.0,58.8
13626,2011-04-01 10:05:00,1,1,248,209,253,1,248,248.0,1.0,2976.0,209.0
13627,2011-10-11 14:20:00,5,5,1593,1269,59,5,1593,318.6,1.0,3823.2000000000003,253.8
13629,2011-11-16 13:21:00,11,11,7779,4372,23,11,7779,707.1818181818181,1.0,8486.181818181818,397.45454545454544
13630,2011-12-04 15:16:00,7,7,2003,1391,5,7,2003,286.14285714285717,1.0,3433.7142857142862,198.71428571428572
13631,2011-09-01 09:57:00,11,11,3069,467,100,11,3069,279.0,1.0,3348.0,42.45454545454545
